Date,Adj Close
1992-01-02,3172.39990234375
1992-01-03,3201.5
1992-01-06,3200.10009765625
1992-01-07,3204.800048828125
1992-01-08,3203.89990234375
1992-01-09,3209.5
1992-01-10,3199.5
1992-01-13,3185.60009765625
1992-01-14,3246.199951171875
1992-01-15,3258.5
1992-01-16,3249.60009765625
1992-01-17,3265.0
1992-01-20,3254.0
1992-01-21,3223.39990234375
1992-01-22,3255.800048828125
1992-01-23,3226.699951171875
1992-01-24,3232.800048828125
1992-01-27,3240.60009765625
1992-01-28,3272.10009765625
1992-01-29,3225.0
1992-01-30,3244.89990234375
1992-01-31,3223.39990234375
1992-02-03,3234.10009765625
1992-02-04,3272.800048828125
1992-02-05,3257.60009765625
1992-02-06,3255.60009765625
1992-02-07,3225.39990234375
1992-02-10,3245.10009765625
1992-02-11,3251.60009765625
1992-02-12,3276.800048828125
1992-02-13,3246.699951171875
1992-02-14,3246.0
1992-02-18,3224.699951171875
1992-02-19,3230.300048828125
1992-02-20,3280.60009765625
1992-02-21,3280.199951171875
1992-02-24,3282.39990234375
1992-02-25,3257.800048828125
1992-02-26,3283.300048828125
1992-02-27,3269.5
1992-02-28,3267.699951171875
1992-03-02,3275.300048828125
1992-03-03,3290.300048828125
1992-03-04,3268.60009765625
1992-03-05,3241.5
1992-03-06,3221.60009765625
1992-03-09,3215.10009765625
1992-03-10,3231.0
1992-03-11,3208.60009765625
1992-03-12,3208.60009765625
1992-03-13,3235.89990234375
1992-03-16,3236.39990234375
1992-03-17,3256.0
1992-03-18,3254.300048828125
1992-03-19,3261.39990234375
1992-03-20,3276.39990234375
1992-03-23,3272.10009765625
1992-03-24,3261.0
1992-03-25,3259.39990234375
1992-03-26,3267.699951171875
1992-03-27,3231.39990234375
1992-03-30,3235.199951171875
1992-03-31,3235.5
1992-04-01,3249.300048828125
1992-04-02,3234.10009765625
1992-04-03,3249.10009765625
1992-04-06,3275.5
1992-04-07,3213.60009765625
1992-04-08,3181.39990234375
1992-04-09,3225.0
1992-04-10,3255.39990234375
1992-04-13,3269.89990234375
1992-04-14,3306.10009765625
1992-04-15,3353.800048828125
1992-04-16,3366.5
1992-04-20,3336.300048828125
1992-04-21,3343.300048828125
1992-04-22,3338.800048828125
1992-04-23,3348.60009765625
1992-04-24,3324.5
1992-04-27,3304.56005859375
1992-04-28,3307.89990234375
1992-04-29,3333.199951171875
1992-04-30,3359.10009765625
1992-05-01,3336.10009765625
1992-05-04,3378.10009765625
1992-05-05,3359.39990234375
1992-05-06,3369.39990234375
1992-05-07,3363.39990234375
1992-05-08,3369.39990234375
1992-05-11,3397.60009765625
1992-05-12,3385.10009765625
1992-05-13,3392.0
1992-05-14,3368.89990234375
1992-05-15,3353.10009765625
1992-05-18,3376.0
1992-05-19,3398.0
1992-05-20,3393.800048828125
1992-05-21,3378.699951171875
1992-05-22,3386.800048828125
1992-05-26,3364.199951171875
1992-05-27,3370.39990234375
1992-05-28,3398.39990234375
1992-05-29,3396.89990234375
1992-06-01,3413.199951171875
1992-06-02,3396.10009765625
1992-06-03,3407.0
1992-06-04,3399.699951171875
1992-06-05,3398.699951171875
1992-06-08,3404.10009765625
1992-06-09,3369.89990234375
1992-06-10,3343.199951171875
1992-06-11,3351.5
1992-06-12,3354.39990234375
1992-06-15,3354.89990234375
1992-06-16,3329.5
1992-06-17,3287.800048828125
1992-06-18,3274.10009765625
1992-06-19,3285.39990234375
1992-06-22,3280.800048828125
1992-06-23,3285.60009765625
1992-06-24,3290.699951171875
1992-06-25,3284.0
1992-06-26,3282.39990234375
1992-06-29,3319.860107421875
1992-06-30,3318.5
1992-07-01,3354.10009765625
1992-07-02,3330.300048828125
1992-07-06,3339.199951171875
1992-07-07,3295.199951171875
1992-07-08,3293.300048828125
1992-07-09,3324.10009765625
1992-07-10,3330.60009765625
1992-07-13,3337.300048828125
1992-07-14,3358.39990234375
1992-07-15,3345.39990234375
1992-07-16,3361.60009765625
1992-07-17,3331.60009765625
1992-07-20,3303.0
1992-07-21,3308.39990234375
1992-07-22,3277.60009765625
1992-07-23,3290.0
1992-07-24,3285.699951171875
1992-07-27,3282.199951171875
1992-07-28,3334.10009765625
1992-07-29,3379.199951171875
1992-07-30,3391.89990234375
1992-07-31,3393.800048828125
1992-08-03,3395.39990234375
1992-08-04,3384.300048828125
1992-08-05,3365.10009765625
1992-08-06,3340.60009765625
1992-08-07,3332.199951171875
1992-08-10,3337.56005859375
1992-08-11,3331.10009765625
1992-08-12,3320.800048828125
1992-08-13,3313.300048828125
1992-08-14,3328.89990234375
1992-08-17,3324.89990234375
1992-08-18,3329.5
1992-08-19,3307.10009765625
1992-08-20,3304.89990234375
1992-08-21,3254.10009765625
1992-08-24,3228.199951171875
1992-08-25,3232.199951171875
1992-08-26,3246.800048828125
1992-08-27,3254.60009765625
1992-08-28,3267.60009765625
1992-08-31,3257.39990234375
1992-09-01,3266.260009765625
1992-09-02,3290.300048828125
1992-09-03,3292.199951171875
1992-09-04,3281.89990234375
1992-09-08,3260.60009765625
1992-09-09,3271.39990234375
1992-09-10,3305.199951171875
1992-09-11,3305.699951171875
1992-09-14,3376.199951171875
1992-09-15,3327.300048828125
1992-09-16,3319.199951171875
1992-09-17,3315.699951171875
1992-09-18,3327.10009765625
1992-09-21,3320.800048828125
1992-09-22,3280.89990234375
1992-09-23,3278.699951171875
1992-09-24,3287.89990234375
1992-09-25,3250.300048828125
1992-09-28,3276.260009765625
1992-09-29,3266.800048828125
1992-09-30,3271.699951171875
1992-10-01,3254.39990234375
1992-10-02,3200.60009765625
1992-10-05,3179.0
1992-10-06,3178.199951171875
1992-10-07,3152.300048828125
1992-10-08,3176.0
1992-10-09,3136.60009765625
1992-10-12,3174.39990234375
1992-10-13,3201.39990234375
1992-10-14,3195.5
1992-10-15,3174.699951171875
1992-10-16,3174.39990234375
1992-10-19,3188.5
1992-10-20,3186.0
1992-10-21,3187.10009765625
1992-10-22,3200.89990234375
1992-10-23,3207.60009765625
1992-10-26,3244.10009765625
1992-10-27,3235.699951171875
1992-10-28,3251.39990234375
1992-10-29,3246.300048828125
1992-10-30,3226.300048828125
1992-11-02,3262.199951171875
1992-11-03,3252.5
1992-11-04,3223.0
1992-11-05,3243.800048828125
1992-11-06,3240.10009765625
1992-11-09,3240.89990234375
1992-11-10,3225.5
1992-11-11,3240.300048828125
1992-11-12,3239.800048828125
1992-11-13,3233.0
1992-11-16,3205.699951171875
1992-11-17,3193.300048828125
1992-11-18,3207.39990234375
1992-11-19,3209.5
1992-11-20,3227.39990234375
1992-11-23,3223.0
1992-11-24,3248.699951171875
1992-11-25,3266.300048828125
1992-11-27,3282.199951171875
1992-11-30,3305.199951171875
1992-12-01,3294.39990234375
1992-12-02,3286.300048828125
1992-12-03,3276.5
1992-12-04,3288.699951171875
1992-12-07,3307.300048828125
1992-12-08,3322.199951171875
1992-12-09,3323.800048828125
1992-12-10,3312.199951171875
1992-12-11,3304.10009765625
1992-12-14,3292.199951171875
1992-12-15,3284.39990234375
1992-12-16,3255.199951171875
1992-12-17,3269.199951171875
1992-12-18,3313.300048828125
1992-12-21,3312.5
1992-12-22,3321.10009765625
1992-12-23,3313.5400390625
1992-12-24,3326.199951171875
1992-12-28,3333.260009765625
1992-12-29,3310.800048828125
1992-12-30,3321.10009765625
1992-12-31,3301.110107421875
1993-01-04,3309.199951171875
1993-01-05,3307.89990234375
1993-01-06,3305.199951171875
1993-01-07,3269.0
1993-01-08,3251.699951171875
1993-01-11,3262.75
1993-01-12,3264.60009765625
1993-01-13,3263.60009765625
1993-01-14,3267.89990234375
1993-01-15,3271.10009765625
1993-01-18,3274.89990234375
1993-01-19,3256.0
1993-01-20,3242.0
1993-01-21,3253.0
1993-01-22,3256.800048828125
1993-01-25,3292.199951171875
1993-01-26,3299.0
1993-01-27,3291.39990234375
1993-01-28,3306.300048828125
1993-01-29,3310.0
1993-02-01,3332.199951171875
1993-02-02,3328.699951171875
1993-02-03,3373.800048828125
1993-02-04,3416.699951171875
1993-02-05,3442.10009765625
1993-02-08,3437.5
1993-02-09,3414.60009765625
1993-02-10,3412.39990234375
1993-02-11,3422.699951171875
1993-02-12,3392.429931640625
1993-02-16,3309.5
1993-02-17,3312.199951171875
1993-02-18,3302.199951171875
1993-02-19,3322.179931640625
1993-02-22,3342.989990234375
1993-02-23,3323.27001953125
1993-02-24,3356.5
1993-02-25,3365.139892578125
1993-02-26,3370.81005859375
1993-03-01,3355.409912109375
1993-03-02,3400.530029296875
1993-03-03,3404.0400390625
1993-03-04,3398.909912109375
1993-03-05,3404.580078125
1993-03-08,3469.419921875
1993-03-09,3472.1201171875
1993-03-10,3478.340087890625
1993-03-11,3457.0
1993-03-12,3427.820068359375
1993-03-15,3442.409912109375
1993-03-16,3442.949951171875
1993-03-17,3426.739990234375
1993-03-18,3465.639892578125
1993-03-19,3471.580078125
1993-03-22,3463.47998046875
1993-03-23,3461.860107421875
1993-03-24,3445.3798828125
1993-03-25,3461.320068359375
1993-03-26,3439.97998046875
1993-03-29,3455.10009765625
1993-03-30,3457.27001953125
1993-03-31,3435.110107421875
1993-04-01,3439.43994140625
1993-04-02,3370.81005859375
1993-04-05,3379.18994140625
1993-04-06,3377.570068359375
1993-04-07,3397.02001953125
1993-04-08,3396.47998046875
1993-04-12,3428.090087890625
1993-04-13,3444.030029296875
1993-04-14,3455.639892578125
1993-04-15,3455.919921875
1993-04-16,3478.610107421875
1993-04-19,3466.989990234375
1993-04-20,3443.489990234375
1993-04-21,3439.43994140625
1993-04-22,3429.169921875
1993-04-23,3413.77001953125
1993-04-26,3398.3701171875
1993-04-27,3415.929931640625
1993-04-28,3413.5
1993-04-29,3425.1201171875
1993-04-30,3427.550048828125
1993-05-03,3446.4599609375
1993-05-04,3446.18994140625
1993-05-05,3449.10009765625
1993-05-06,3441.89990234375
1993-05-07,3437.18994140625
1993-05-10,3443.280029296875
1993-05-11,3468.75
1993-05-12,3482.31005859375
1993-05-13,3447.989990234375
1993-05-14,3443.010009765625
1993-05-17,3449.929931640625
1993-05-18,3444.389892578125
1993-05-19,3500.030029296875
1993-05-20,3523.280029296875
1993-05-21,3492.830078125
1993-05-24,3507.780029296875
1993-05-25,3516.6298828125
1993-05-26,3540.159912109375
1993-05-27,3554.830078125
1993-05-28,3527.429931640625
1993-06-01,3552.340087890625
1993-06-02,3553.449951171875
1993-06-03,3544.8701171875
1993-06-04,3545.139892578125
1993-06-07,3532.1298828125
1993-06-08,3510.5400390625
1993-06-09,3511.929931640625
1993-06-10,3491.719970703125
1993-06-11,3505.010009765625
1993-06-14,3514.68994140625
1993-06-15,3492.0
1993-06-16,3511.64990234375
1993-06-17,3521.889892578125
1993-06-18,3494.77001953125
1993-06-21,3510.820068359375
1993-06-22,3497.530029296875
1993-06-23,3466.81005859375
1993-06-24,3490.610107421875
1993-06-25,3490.889892578125
1993-06-28,3530.199951171875
1993-06-29,3518.85009765625
1993-06-30,3516.080078125
1993-07-01,3510.5400390625
1993-07-02,3483.969970703125
1993-07-06,3449.929931640625
1993-07-07,3475.669921875
1993-07-08,3514.419921875
1993-07-09,3521.06005859375
1993-07-12,3524.3798828125
1993-07-13,3515.43994140625
1993-07-14,3542.550048828125
1993-07-15,3550.929931640625
1993-07-16,3528.2900390625
1993-07-19,3535.280029296875
1993-07-20,3544.780029296875
1993-07-21,3555.39990234375
1993-07-22,3525.219970703125
1993-07-23,3546.739990234375
1993-07-26,3567.699951171875
1993-07-27,3565.4599609375
1993-07-28,3553.449951171875
1993-07-29,3567.419921875
1993-07-30,3539.469970703125
1993-08-02,3560.989990234375
1993-08-03,3561.27001953125
1993-08-04,3552.050048828125
1993-08-05,3548.969970703125
1993-08-06,3560.429931640625
1993-08-09,3576.080078125
1993-08-10,3572.72998046875
1993-08-11,3583.35009765625
1993-08-12,3569.090087890625
1993-08-13,3569.64990234375
1993-08-16,3579.14990234375
1993-08-17,3586.97998046875
1993-08-18,3604.860107421875
1993-08-19,3612.1298828125
1993-08-20,3615.47998046875
1993-08-23,3605.97998046875
1993-08-24,3638.9599609375
1993-08-25,3652.090087890625
1993-08-26,3648.179931640625
1993-08-27,3640.6298828125
1993-08-30,3643.989990234375
1993-08-31,3651.25
1993-09-01,3645.10009765625
1993-09-02,3626.10009765625
1993-09-03,3633.929931640625
1993-09-07,3607.10009765625
1993-09-08,3588.929931640625
1993-09-09,3589.489990234375
1993-09-10,3621.6298828125
1993-09-13,3634.2099609375
1993-09-14,3615.760009765625
1993-09-15,3633.64990234375
1993-09-16,3630.85009765625
1993-09-17,3613.25
1993-09-20,3575.800048828125
1993-09-21,3537.239990234375
1993-09-22,3547.02001953125
1993-09-23,3539.75
1993-09-24,3543.110107421875
1993-09-27,3567.699951171875
1993-09-28,3566.02001953125
1993-09-29,3566.300048828125
1993-09-30,3555.1201171875
1993-10-01,3581.110107421875
1993-10-04,3577.760009765625
1993-10-05,3587.260009765625
1993-10-06,3598.989990234375
1993-10-07,3583.6298828125
1993-10-08,3584.739990234375
1993-10-11,3593.409912109375
1993-10-12,3593.1298828125
1993-10-13,3603.18994140625
1993-10-14,3621.6298828125
1993-10-15,3629.72998046875
1993-10-18,3642.31005859375
1993-10-19,3635.320068359375
1993-10-20,3645.10009765625
1993-10-21,3636.159912109375
1993-10-22,3649.300048828125
1993-10-25,3673.610107421875
1993-10-26,3672.489990234375
1993-10-27,3664.659912109375
1993-10-28,3687.860107421875
1993-10-29,3680.590087890625
1993-11-01,3692.610107421875
1993-11-02,3697.639892578125
1993-11-03,3661.8701171875
1993-11-04,3624.97998046875
1993-11-05,3643.429931640625
1993-11-08,3647.89990234375
1993-11-09,3640.070068359375
1993-11-10,3663.550048828125
1993-11-11,3662.429931640625
1993-11-12,3684.5
1993-11-15,3677.52001953125
1993-11-16,3710.77001953125
1993-11-17,3704.35009765625
1993-11-18,3685.340087890625
1993-11-19,3694.010009765625
1993-11-22,3670.25
1993-11-23,3674.169921875
1993-11-24,3687.580078125
1993-11-26,3683.949951171875
1993-11-29,3677.800048828125
1993-11-30,3683.949951171875
1993-12-01,3697.080078125
1993-12-02,3702.110107421875
1993-12-03,3704.070068359375
1993-12-06,3710.2099609375
1993-12-07,3718.8798828125
1993-12-08,3734.530029296875
1993-12-09,3729.780029296875
1993-12-10,3740.669921875
1993-12-13,3764.429931640625
