Date,RecurrenceRate,DiagRec,Determinism,DeteRec,L,Divergence,LEn,Laminarity,TrappingTime,VMax,VEn,W,WMax,WEn,LamiDet,VDiv,WVDiv
1992-05-26,0.2014141414141414,-0.5837645079041313,0.6690070210631895,3.321549402470199,2.689516129032258,0.14285714285714285,1.1346803822656788,0.7662988966900702,3.2100840336134455,10,1.4501913304850471,10.712676056338028,60,2.5758970127066014,1.1454272863568216,0.1,0.016666666666666666
1992-05-27,0.20262626262626263,-0.5673373490639393,0.6679960119641076,3.2966901886563638,2.6587301587301586,0.14285714285714285,1.109151591253557,0.7597208374875374,3.188284518828452,8,1.4322142350656784,10.706214689265536,60,2.553158199850771,1.137313432835821,0.125,0.016666666666666666
1992-05-28,0.20464646464646466,-0.5536662909470156,0.6683119447186574,3.2656901543507937,2.6865079365079363,0.14285714285714285,1.1335616189257296,0.7709772951628825,3.2008196721311477,10,1.452464175901109,10.722379603399434,60,2.529839510371663,1.153618906942393,0.1,0.016666666666666666
1992-05-29,0.20565656565656565,-0.5312125502772149,0.6728880157170923,3.2719014516695553,2.6862745098039214,0.14285714285714285,1.1326581806423344,0.7779960707269156,3.180722891566265,10,1.4415858297898372,10.793696275071634,60,2.50278930607504,1.1562043795620438,0.1,0.016666666666666666
1992-06-01,0.2080808080808081,-0.5555711716529954,0.6796116504854369,3.2660948251484587,2.7131782945736433,0.09090909090909091,1.1491646552184804,0.7854368932038835,3.2231075697211153,10,1.4605319871812945,10.551820728291316,60,2.466435064330985,1.1557142857142857,0.1,0.016666666666666666
1992-06-02,0.2107070707070707,-0.5245067853538252,0.6864813039309684,3.2579889304489873,2.743295019157088,0.09090909090909091,1.1750621788655358,0.7929050814956855,3.2948207171314743,10,1.4843535870386977,10.739255014326648,60,2.439475520892275,1.1550279329608937,0.1,0.016666666666666666
1992-06-03,0.2113131313131313,-0.5106633272691257,0.6912045889101338,3.2709968595651646,2.7595419847328246,0.09090909090909091,1.1882069965788955,0.7973231357552581,3.3629032258064515,10,1.5159702995332205,10.970760233918128,60,2.4517950862120452,1.153526970954357,0.1,0.016666666666666666
1992-06-04,0.21313131313131314,-0.5344302210387119,0.6928909952606636,3.25100514364008,2.768939393939394,0.09090909090909091,1.1953610927620952,0.8028436018957346,3.3745019920318726,10,1.5198995481136635,10.96774193548387,60,2.431572340472802,1.158686730506156,0.1,0.016666666666666666
1992-06-05,0.21515151515151515,-0.5555036768172963,0.6948356807511737,3.2295179527871456,2.7715355805243447,0.09090909090909091,1.1976188930836913,0.8037558685446009,3.3968253968253967,10,1.5321207160654715,10.944281524926685,39,2.4104010043491706,1.1567567567567567,0.1,0.02564102564102564
1992-06-08,0.21232323232323233,-0.6114087084205596,0.6907706945765937,3.2533919487670206,2.781609195402299,0.09090909090909091,1.2051063692578161,0.8116079923882017,3.439516129032258,10,1.568864739120247,11.338368580060424,40,2.4466009531203508,1.174931129476584,0.1,0.025
1992-06-09,0.21212121212121213,-0.599936323627793,0.7085714285714285,3.3404081632653058,2.7865168539325844,0.09090909090909091,1.2110420090435623,0.819047619047619,3.553719008264463,10,1.6111265778914408,11.77742946708464,41,2.441156744490687,1.1559139784946237,0.1,0.024390243902439025
1992-06-10,0.2088888888888889,-0.6594405871161085,0.695357833655706,3.328840693032635,2.7976653696498053,0.09090909090909091,1.220332712957187,0.809477756286267,3.576923076923077,10,1.6150437858557736,12.187702265372168,42,2.450514606611222,1.1641168289290682,0.1,0.023809523809523808
1992-06-11,0.20464646464646466,-0.6375499605703567,0.6910167818361304,3.3766367917955034,2.8112449799196786,0.09090909090909091,1.2292520531770084,0.807502467917078,3.5258620689655173,10,1.5962259798779703,12.105431309904153,43,2.4325436928581885,1.1685714285714286,0.1,0.023255813953488372
1992-06-12,0.20323232323232324,-0.6042675911587329,0.6958250497017893,3.4237912485326607,2.8,0.09090909090909091,1.2226829570750233,0.8061630218687873,3.5726872246696035,10,1.623052447467781,12.31715210355987,44,2.420494606916268,1.1585714285714286,0.1,0.022727272727272728
1992-06-15,0.2014141414141414,-0.6602301522709368,0.7051153460381143,3.5008234331882306,2.800796812749004,0.09090909090909091,1.223174195855697,0.8184553660982948,3.5172413793103448,10,1.6010961241773927,12.490196078431373,45,2.43846127914699,1.1607396870554765,0.1,0.022222222222222223
1992-06-16,0.20020202020202021,-0.572798723230633,0.7204843592330978,3.598786658126977,2.7890625,0.09090909090909091,1.2114446489511417,0.8213925327951564,3.6339285714285716,10,1.6610473142070301,12.826086956521738,46,2.4758351289030665,1.1400560224089638,0.1,0.021739130434782608
1992-06-17,0.19656565656565655,-0.5602736083609938,0.7183967112024666,3.654741747638448,2.7848605577689245,0.09090909090909091,1.2028937627260798,0.8191161356628982,3.6559633027522938,10,1.6644811853959902,13.064625850340136,47,2.4748294482951225,1.1402002861230327,0.1,0.02127659574468085
